id	unit	characters	pinyin	meaning	subunit	course
628	90	当他突破到炼气境的时候，他就开始修行冰雪拳	dāng tā túpò dào liànqì jìng de shíhòu, tā jiù kāishǐ xiūxíng bīngxuěquán	when he broke through to the qi refining realm, he began to practice ice snow fist	1	wuxia
629	90	他的武修为已经达到了天元境	tā de wǔ xiū wéi yǐjīng dádàole tiānyuán jìng	his martial cultivation has already reached the heavenly origin realm	3	wuxia
630	102	他是我们门派的试炼弟子	tā shì wǒmen ménpài de shì liàn dìzǐ	he is a trial disciple of our sect	1	wuxia
631	102	这个核心弟子是我们宗门的天才	zhège héxīn dìzǐ shì wǒmen zōng mén de tiāncái	this core disciple is the genius of our sect	1	wuxia
632	102	这位师兄的实力相当平庸	zhè wèi shīxiōng de shílì xiāngdāng píngyōng	this senior brother's strength is quite mediocre	2	wuxia
633	102	他为我们门派做出了诸多功劳	tā wèi wǒmen ménpài zuò chūle zhūduō gōngláo	he has made many contributions to our sect	2	wuxia
634	102	 想要从门派那里获取资源，你需要有足够的贡献点	xiǎng yào cóng ménpài nàlǐ huòqǔ zīyuán, nǐ xūyào yǒu zúgòu de gòngxiàn diǎn	to obtain resources from the sect, you need to have enough contribution points	3	wuxia
635	101	九尾狐已经活了九百多年	jiǔwěihú yǐjīng huóle jiǔbǎi duō nián	the nine tailed fox has lived for more than nine hundred years	1	wuxia
636	101	当他到森林采集灵芝时，突然遇到了一条大蛇	dāng tā dào sēnlín cǎijí língzhī shí, túrán yùdàole yītiáo dàshé	when he went to the forest to collect lingzhi, he suddenly encountered a big snake	1	wuxia
637	101	经过三百年的孵化，朱雀终于从巢里孵了出来	jīngguò sānbǎi nián de fūhuà, zhūquè zhōngyú cóng cháo lǐ fūle chūlái	after three hundred years of incubation, the vermilion bird finally hatched from the nest	2	wuxia
638	101	他驯服了那只龙	tā xùnfúle nà zhǐ lóng	he tamed that dragon	3	wuxia
639	101	龍和凤凰在天空中翱翔	lóng hé fènghuáng zài tiānkōng zhōng áoxiáng	the dragon and the phoenix soared in the sky	3	wuxia
640	98	别放在心上	bié fàng zàixīn shàng	don't take it to heart	1	wuxia
641	98	蛤蟆想吃天鹅肉	hámá xiǎng chī tiān'é ròu	toad wants to eat swan meat	2	wuxia
642	98	卧虎藏龍	wò hǔ cáng lóng	crouching tiger, hidden dragon	2	wuxia
643	98	不知天高地厚	bù zhī tiān gāo dì hòu	dont know the immensity of heaven and earth	1	wuxia
644	98	敬酒不吃吃罚酒	jìng jiǔ bù chī chī fá jiǔ	refuse a toast only to be forced to drink a forfeit	1	wuxia
645	98	井底之蛙	jǐng dǐ zhī wā	a frog in the bottom of a well	3	wuxia
646	98	打草惊蛇 	dǎ cǎo jīng shé	beating the grass and alerting the snake	3	wuxia
647	103	你不知道吗？他是乾坤家族的公子	nǐ bù zhīdào ma? tā shì qiánkūn jiāzú de gōngzǐ	don't you know? he is the young master of the Qiankun clan	1	wuxia
648	103	即使是族长也不能改变家规	jíshǐ shì zúzhǎng yě bùnéng gǎibiàn jiāguī	even if it’s the patriarch, they cannot change the clan rules	1	wuxia
649	60	这个过程很复杂，因此我们需要更多的时间来完成	zhège guòchéng hěn fùzá, yīncǐ wǒmen xūyào gèng duō de shíjiān lái wánchéng	this process is complex, thus we need more time to complete it	4	hsk
650	103	他来自宗族的一个分支，因此血脉比较弱	tā láizì zōngzú de yīgè fēnzhī, yīncǐ xuèmài bǐjiào ruò	he is from a branch of the clan, so his bloodline is relatively weak	2	wuxia
651	103	这个技能是我们先祖的传承	zhège jìnéng shì wǒmen xiānzǔ de chuánchéng	this skill is an inheritance from our ancestor	3	wuxia
652	99	赤红炎龙击	chìhóng yán lóng jī	crimson flame dragon strike	1	wuxia
653	99	天蓝凤凰箭	tiānlán fènghuáng jiàn	azure phoenix arrow	2	wuxia
654	99	彩虹色的雪莲	cǎihóng sè de xuělián	iridescent snow lotus	1	wuxia
655	99	朱红灵掌	zhūhóng líng zhǎng	vermilion spirit palm	2	wuxia
656	99	千年紫色参	qiānnián zǐsè cān	thousand year purple ginseng	3	wuxia
657	99	翠强化丹	cuì qiánghuà dān	emerald strengthening pill	3	wuxia
658	99	翠绿元神灵药	cuìlǜ yuán shénlíng yào	verdant primordial spirit elixir	3	wuxia
659	5	我 想 去 商店 买 东西	wǒ xiǎng qù shāngdiàn mǎi dōngxī	I want to go to the store to buy things	1	hsk
660	14	这 是 我 的 第一 本 汉语 书	zhè shì wǒ de dì yī běn hànyǔ shū	This is my first chinese book	4	hsk
661	14	你 写 错了 我 的 名字	nǐ xiě cuòle wǒ de míngzì	you wrote my name incorrectly	3	hsk
662	12	我 想 出去 旅游	wǒ xiǎng chūqù lǚyóu	I want to go traveling	3	hsk
